1778	1	ho fatto sto percorso cON ESTREMA UMILTÀ MA CHE CAZZO STAI A DI VALENTINA MA STAI ZITTA PORCA TROIA #amici17
2308	0	@flowersleashy PORCA PUTTANA IO NON
3383	0	Mi sta venendo voglia di sushi e non è una cosa buona porca puttana
1128	1	@PersilQ un vomito più che rigurgito, questo comunista assieme alla culona in6 anni è riuscito a quintuplicare il numero di poveri in italia
3645	0	Trasgressione non vuol dire Puttanone eh... #Uominiedonne
2914	0	@FedericoGer si dice Culona per comodità, ma in realtà si pensa alle ben 768 compagnie tedesche ed europee coinvolte in NS 2 ?le quali ovviamente hanno già investito e pagato le tranche del gasdotto,e alle quali girerebbero un po' le palle che qualche idi
55	1	@kathOsceansgdr //non mi ami? Che puttana che sei
1017	1	che poi il balletto te lo fa pure jlo, e anche meglio.il puttanone te lo fa pure jlo, e anche meglio.il testo dei cartoni animati bicicleta barbita te lo fa pure jlola voce non pervenuta per entrambe. quindi le armi sono pari.eppure JLO non attacca.
2405	0	porca puttana è uscita la station aaaadjdksfk
3933	0	https://t.co/9YFuV0075D PENSO DI MORIRE MA VI IMMAGINATE SE SUCCEDE UN GIORNO CIAO PROPRIO — DJSNCKD PORCA PUTTANA SUCCEDERÀ E LOUIS SI FARÀ ROSSO DAVANTI A TUTTI STO MALE https://t.co/5FE7tIwQ1X
761	1	@Lurid79190672 Ma taci puttana.. Stanno tornando a Verona FINITELA
2178	0	Anche in Coppa Italia è andata così. Porca puttana ladra sti sculati di merda
3528	0	@Hermesjuventino se Crozza fa una battuta su benatia è xk il sig.benatia usa la parola (esagerata) stupro ...che non c'entra niente con il calcio(diciamo che la battuta se l'è cercata)
15	1	@pheiticeira @SailorNuzz Hai visto suoi stories ?la tettona
3885	0	PUTTANONE A VAPORE È STATO IL PICCO DELLA MIA GIORNATA DOPO IL PANINAZZO SANIZZO https://t.co/vNfQXcBLDb
3198	0	@cristia07935860 @IsolaDeiFamosi Ha anche offeso le donne gli è scappato una porca puttana..
1863	0	ma mollate kai e la sua real porca puttana siete delle presse al culo
1210	1	@Libero_official La Merkel lo ha silurato qualche anno fa non se lo ricorda ! Inizi a non fare il leccaculo della culona sarebbe già qualcosa
2331	0	Un'ex studentessa della mia scuola ha tentato il suicidio buttandosi dal sesto piano e adesso è in coma porca puttana non ci posso credere
2740	0	Ma porca puttana solo 30 secondi gli hanno dato a sto pezzo di merda di Marquez! 30 SPRANGATE NEI DENTI TI DAVO IO A TESTA DI MINCHIAAAA#ArgentinaGP#MotoGP
1862	0	Porca puttana che paura, ho appena a letto i tweet di una tizia che dice di avere degli spiriti in casa sua e mi sto cagando in mano
471	1	@GILDA31395269 Che zoccolona che sei Gilda! Molto arrapante mentre ti togli le mutandine! #puttanona
1462	1	@Timeseven7 so' fasci. pensano che bocchinara sia insulto.quello che partorisce il loro cervello vedendo te è culona.ma veramente, esiste una categoria che capisce meno di un cazzo di così della qualsiasi cosa?ma niente, già solo per la risposta te bacio 
2957	0	Godooooooo Porca puttana a non ci credo!!! Vaaai cazzoooo#RomaBarca
268	1	@carla27357388 C IAO AMORE SE VUOI VEDERE COME MI SFOGO CON TE E TI SBORRO TUTTA SEUGUIMI E CI DIVERTIAMO IN PRIVATO OK.! ❤️❤️❤️
466	1	CHE CAZZO TWITTERA' LA TROIA DARIA BIGNARDI ANTICIPIAMOLA SCOMMETTETE SU STA ROTTA IN CULO @dariabig
1209	1	Sopratutto ... VIVA LA TETTONA NATURALE !! La plastica - in differenziata ! ?
172	1	@casalbosslino Ti inculo col mio cazzo duro
410	1	RT @eloisedoukas: melissa ti inculo con sabbia, sale e cocci di vetro
1444	1	Tranquilla figa di legno, ti accetto proprio per quello che sei.
3951	0	Porca puttanaPossibile che un amministratore pubblico ceda acque territoriali ad altri paesi e nessuno lo chiami per sapere: 1) chi ti autorizza?2) Perché lo fai? 3) come ti sei permesso? https://t.co/fxOgmIcoos
2391	0	Mio fratello russa come un maiale porca puttana voglio strozzarlo nel sonno
829	1	@SelenGhiro Ti scoperei io così troia
197	1	adesso ritorno himo impiccati troia spears
2992	0	@rosesforharry_ @valharryo @sofvone porca puttana. a che ora sei arrivata a casa??
1695	1	@PreciousMia1986 Sono quelli che sono sensibili! Quindi meglio un bel capezzolo che una tettona ?
3057	0	Raga porca PUTTANA IL MIGLIORE AMICO DI CRUSH MI CONOSCE PORCA PUTTANA TIPETO PORCA PUTTANA
555	1	@mariangela681 Te lo metto in figa e nel culo
3630	0	RAGA MA CHE CAZZO STA SUCCEDENDO OGGI DIO MAIALINO:-yoongi e jin postano selca-trovo il mio ultimate - jackson nuova canzone- taemin fotoMA PORCA TROIA NON MI VOLETE SANA DI MENTE
2449	0	ve lo giuro mi farei tagliare in 90000 pezzi per i dreamies porca puttana non ce la faccio più il mio cuore è pieno zeppo di amore soltanto per LORO ce n'è talmente tanto che ho bisogno di un cuore in più
2256	0	Ma non solo lui eh, anche sua sorella. E sono così stanca porca puttana, così stanca di essere così diversa. Io sono sempre quella che viene derisa nelle cose, sempre. Sempre messa al secondo posto, trattata male, battutone del cazzo dove solo loro ridono e hanno un idea di me +
3099	0	#RMAJUV PORCA PUTTANA EVA
3498	0	@paolo859092 @meb @matteorenzi @davidefaraone No ma in fondo avete ragione,che cazzo ho detto? Insomma il partito democratico ha fatto molte cose buone per la nazione. Chiedo venia per essermi permesso di schiumare rabbia senza cognizione di causa,non con
673	1	@1111scihl mmmm che stupende tette da puttanone  sei stupenda ?????
2450	0	@widaucciu @LukeRelative Figa di legno, scoperto oggi
3252	0	In jam jam Jun dice solamente ‘baby play with me’ e ‘say my name’ E PORCA PUTTANA SE MI FA SENTIRE A DISAGIO È FOTTUTAMENTE ILLEGALE SOLO PER IL MODO IN CUI LO DICE
2619	0	Tagliamerda è in forma oggi. Porca puttana. 3 partite lo mandano ad arbitrare 2 volte... tutto casuale.
1322	1	Anche la culona è alla canna del gas . Si , i gas di scarico delle auto wolkvagen.????????? https://t.co/9OqgtCeD0J
394	1	@tuttotuo63 Che bella figa pelosa vorrei scoparti tutta amore mio ti scoperei
943	1	@Giuliettaxxx84 per ora solo censurata ! se ti comporterai come la troia che sei potrei esibirti per bene davanti a tutti!https://t.co/FcmtF1dBob
2330	0	Pezzo di merda che fai non rispondi? Ti stai cagando in mano? Lurido figlio di puttana vieni qua che ti apro come una cazzo di cozza
2999	0	@nephiley Tra l’altro mi ha pure detto ‘fino a un mese fa volevo una scopamicizia, ora no ma neanche storia seria, non so nemmeno io quindi aspettiamo e vediamo’ ma che cazzo sono io? Metto il cuore in pausa nel frattempo porca troia? Voglio crepare
2430	0	RT @CristinaCainero: PORCA PUTTANA @KristaVernoff LA PIANTI DI SCOPIAZZARE SCENE DEI JAPRIL PER I TUOI CAZZO DI JAGGIE? LI HAI VOLUTI COSì…
1900	0	porca puttana i miei occhiali dove sonooooooo?! ?
3485	0	@agostinoog Porca puttana Giorgia ma che cazzo respiri che già ci sono io che lo sto facendo.
216	1	@CRAZIFORIU aceco letto puttanona ..???
623	1	@Giuliettaxxx84 Godi all’idea che tutti sapranno che sei una Troia sfondata! Vuoi che si sappia anche su altri siti puttana succhiacazzi?
2544	0	Prediche religiose, ricatto morale ecc. Basta impegnarsi nel concreto. Non possiamo rendere una donna schiava del suo corpo, costringendola a sopportare lo stato di gravidanze in casi particolari. Fin quando tutto ciò non si avvererà, la legge attuale rimane la risorsa  migliore
1341	1	@SYuliaSalazar @FABIOFASCIO Lurida zecca schifosa! Ma peggio ancora chi le permette di parlare in pubblico! MERDE! ??✋?
3501	0	Chi è quella checca pompinara che l'ha ucciso? https://t.co/9HBbyTH6WZ
3187	0	@zaynmalik ma porca puttana anche tu
2707	0	Ma come cazzo si fá solo a pensare di mettere ranocchia prima punta porca puttana spallè
1603	1	Io una nonna non ce l'ho più e non posso più starle accanto e questa si RIFIUTA di vedere e riconoscere la nipote. Prova una rabbia atroce per questo. C'HAI 80 ANNI PORCA PUTTANA, TI COMPORTI PEGGIO DI UNA BAMBINA#CePostaPerTe
376	1	@LadyMaxime71 Buongiorno tettona
2857	0	PORCA PUTTANA CHE CAZZO È SUCCESSO https://t.co/Yp5NUBpOs7
686	1	@tinapica88 Bella tettona
2270	0	La mattina dopo mi sveglio con la consapevolezza e la tranquillitá che l'Inter é un sqMAURITO PORCA PUTTANA COSA TI SEI MAGNATOOOOOOO
3219	0	@BansCollector @AntoCDP @honeyciuffy Ecco perché non deve esistere neanche il taci puttana. Non puoi tollerare il primo senza correre il rischio di arrivare al terzo. Mio modesto parere ovvio.
210	1	@kimberIyevans la mia prima impressione su di te: brutta copia di mecosa penso attualmente: che tu sia molto figa ti scoperei ammerdati shippo con: me cazzoquale pv ti sta meglio: cristina d’avenachi del gdr mi ricordi: tuo cugino che mi ha nascosto le st
755	1	@FuryBionda sarà perché sei bona e tettona
3835	0	"@__Hubble__ @bsc_alessia non ne sono così sicuro, purtroppo viviamo in un mondo dove una qualsiasi soubrette con una terza di seno strizzata in un reggiseno che volumizza viene definita formosa"" o ""tettona""e io non ci sto"""
772	1	#GF15 Ci voleva il puttanone...
1339	1	@__ciuciu__ Che puttanata Mi faccio scopate epiche e non sentiamo il bisogno di bestemmiare: che cazzo c’e’ di porco e arrapante in una bestemmia piuttosto che dire “troia ingoia”?
3762	0	porca troia sono appena uscita e tutto mi irrita perché fa caldissimo porca troia manco fosse agosto ma che caZzo dico io
2367	0	@AAxeoh Porca puttana fede ma quando ti svegli
613	1	@alexa5313 @polizia04194441 @poliziadistato @TwitterSupport Buone cose, puttanona
862	1	@asianuccereal @Siluratrice Ma statti zitta troia
2990	0	Grace è morta porca puttana un cazzo di episodio SOLO un episodio anzi neanche di lei e tommy felici mado spacco tutto
3008	0	Un anno fa ho cambiato la tessera su cui ho l'abbonamento e porca puttana me ne hanno data una stronza che funziona solo dopo aver provato 3-4 volte in tornelli diversi
69	1	@martinahot88 la prossima volta chiama me che oltre a riprenderti di da qualcosa di più duro da infilarti in quel gran pezzo di figa mmmmmmmm sei da infarto
2631	0	Vi considerate femministe e praticamente criticate la #Isoardi un giorno si e l'altro pure per DELLE SUE SCELTE. Fatevi curare porca puttana.
2922	0	RT @RobertoPer1964: @iosonokarma Andava massacrato sto depravato zozzo di merda. Ma perché caxxo nessuno interviene mai porca puttana. Di c…
569	1	@LorenzoBovini Eh, sennò passerei per la figa di legno che se la tira
474	1	@whocristiano Taci puttana ladrones vergognati
3335	0	Però porca puttana, mi alzo alle 7:34 e faccio “ solo altri 5 minuti”, mi sono risvegliato ora...
1965	0	@francy260363 @stanzaselvaggia Ma che cazzo stai a dì?
1625	1	E la baldracca che non sa più da che parte girarsi se la tengono i morti di figa che l’hanno assecondata. Ve la meritate.
1877	0	my cishet boyfriend: satana di devilman è BONO cioè PORCA PUTTANA e te lo dico dopo 22 minuti da pasqua, voglio sottolinearebitch im cryin
1657	1	Smettila di fare la santarellina che in realtà sei un puttanone da gara
1846	0	RT @MonsterYay_: Ma che cazzo significa allora per te è giusto anche che uno vada al concerto con un cartellone gigante con su scritto AD H…
2796	0	Porca puttana che inizio!!! #Wrestlemania
401	1	Facile che Frau Culona faccia il doppio gioco, sui gasdotti se ne fanno tanti, di doppi giochi https://t.co/tW5cI0m5yw
3290	0	Orca Troia io pensavo fosse un cantante sedicenne di chissà che stato degli USA e invece porca puttana è l’arbitro Il cipresso non ha funzionato a quanto pare https://t.co/RoYfUzIinr
2648	0	@_MagliaNera_ Sirigu... Porca puttana che non faceva una parata da quando era a palermo... Porca eva ma a me ste cose fanno salire il crimine...
347	1	@redkinghoony stai zitta troia
747	1	Ma vogliamo parlare di quelle cagne di #insegnanti che fanno attraversare il gregge di alunni FUORI dalle #striscepedonali?Ma che cazzo di educazione civica insegnate?#dipendentipubblici
1656	1	@ivan_rocca1 @stanzaselvaggia @pdnetwork Spesso è il correttore che te lo mette in automatico l'apostrofo, se non scrivi dalla tastiera del PC può succedere, che cazzate di post, ma poi non ho capito: una che ha basato la sua popolarità sul pubblicare scr
3053	0	@_RoteFuchs @MustErminea Allora quello era un po' morto di figa..Che sfigati che ci sono in giro (parlo del morto di figa che va in palestra per fare il morto di figa palestrato)?Ma n'omo omo, maschio, ce sta 'ncora??
523	1	@LucyOliver_7 @ManUtd @MU_Foundation @premierleague muori puttana pompinara
3124	0	Che sfiga ogni cazzo di volta cristosantoNon è possibile porca troia perdere così #RealMadridJuve
29	1	@Libero_official Grande Laurito. Quindi la Asia Argento ci sta dicendo che quasi tutte quelle che hanno avuto successo, premi, riconoscimenti, sono delle gran puttane? E che lei - non da meno- è offesa perchè oltre ad iniezione di carne non ha avuto altro
644	1	? lorella tettona gran porca ninfomane di livorno.. ► adoro chattare qui https://t.co/jlzvDj1HDj
2284	0	Non me ne frega un cazzo di fare anche il tuo lavoro se hai bisogno, ma queste telefonate di merda le fai tu, porca puttana visto che eri TU d’accordo. E non me ne frega un cazzo se a 33 anni non ti piace telefonare.
3612	0	@ilgiornale Spegatemi di buono in questi anni di governo tra sinistra e destra che cazzo hanno fatto didecente per noi! Una minchia !noi popolino ci scorniamo e loro fanno il cazzo che vogliono!ma svegliamoci porca troia
1345	1	adesso che è arrivata quella che è ancora convinta di valere qualcosa e dimentica le cose dette 5 minuti prima la mia #isola finisce qui#valeriamarini #culona
3731	0	@Pavo_LAGGANTE Sai che sono un puttanone❤️
3403	0	"@tancredipalmeri Benatia intendeva dire stupro sportivo"", è inutile ricamarci sopra, se  scrivessi ""porca vacca"" dovrei quindi temere l'ira di gente che mi dice che anche le vacche hanno un'anima? Sappiamo che i calciatori non sono abili con le parole dai"
2093	0	MA PORCA PUTTANA STO INVIDIANDO UNA AD UNA LE PERSONE DELLO STAFF DI QUELLA PIZZERIA https://t.co/numhwUMHGH
3245	0	Ma porca puttana solo ora vi accorgete di collina
1489	1	Fai la brava che adesso ti scopo troia! https://t.co/txaicqpOPQ
3474	0	@PReina25 porca puttana ma che cazzo faiiiiRicordati chi ri darà 3 cucuzze all'anno Infame
1035	1	Il ciclo mi fa diventare tettona
1829	0	@ Dear Lord, elimina dalla faccia della Terra tutte le persone che pensano che la donna sia solo:” donna schiava zitta e lava”.
2646	0	RT @hesthirI: PORCA PUTTANA LA CANZONE DI HARRY CAZZO
3850	0	@dubalizer82 @paolopasquale @luigidimaio @meb Che cazzo dici piddino? Un tavolo Berlusca/PD???Ti rendi conto di quanto poco tu capisca di politica?
3068	0	Figa ma Trento che cazzo sta pensando?
3152	0	@morace3 30 secondi porca puttana questo era completamente libero nell’area piccola, poi possiamo discutere del contatto ma dopo
3153	0	Ya hice el check in on line para mi próximo vuelo mental: La merla e il merlo fanno l'amore sull'antena, il piu vicino possibile al cielo. Lui si gira e fa la ruota, lei canta come una dannata. Ho capito che sto matto da legare, porca puttana...
3880	0	@ShawnMendes porca puttana
1961	0	Porca puttana livello C1 in inglese e il dialogo è statoIo:”scusami, questa è la fila per il bagno?”Tipa:”english please”Io:”is this [gesti spastici]for the bathroom?”
2694	0	I figli di puttana, i figli di troia, gli infami figli di quella baldracca, dovrebbero stare in galera, sottoterra assieme alle corna che portano per corona, non al comando a pretendere di farsi leccare i piedi perché sono stati così fortunati da arrivare prima
372	1	Scende le scale al mattino per fare colazione e si trova davanti questa troia tettona che fa le pulizie e la incula ( voi che avreste fatto??) https://t.co/1Sn14OqlNR
739	1	@GiuliaLadyboy e davvero una grandissima pompinara come lo tratta lei il cazzo nessuna .....
2035	0	Tutti noi sti arbitri di merda, tuttiiii porca puttana
2231	0	porca di quella puttana santa mi sono spoilerata tokyo ghoul ma uno spoiler gigante che cazzo lo scrivono tra parentesj se è così. Importante
3991	0	Avete rotto i coglioni, smettetela di scrivere tweet come : “omg Abel era molto meglio xddddd, JUSTINO?? K skifoooooooo!!!!!!! L’HA TRADITA D NUOVOOOO” ma fatevi i fatti vostri, si chiama privacy porca puttana
1267	1	@TopaM79 @AsiaArgento Beh se asia argento e una donna allora...
1507	1	@GILDA31395269 Ti apro tutta e ti lecco il culo e la figa mmmmmm
38	1	@GILDA31395269 che bella coda di cavalla da tirare mentre ti inculo
1325	1	@marikafruscio1 ciao Marika buona sera sempre più figa e che bocce che hai da infarto un bacio ?
1868	0	PORCA PUTTANA RAGA PENSAVO FOSSE VERO MI È VENUTO UN INFARTO MA CHE SCHERZI SONO https://t.co/PYxXd6wMBz
1923	0	RT @supersonico1986: A me non frega un cazzo che Donnarumma ha 18 anni e puó sbagliare. Non puó sbagliare porca puttana troia, guadagna 6,5…
720	1	Eravigliose labbra da pompinara https://t.co/TBrUqecFUt
599	1	Che bel culone, mi ricorda tanto il mio https://t.co/Hihy28gn2a
446	1	@MutSrg Dai non è  un culone! È un bel culo
3078	0	si chiama che io la fiducia nemmeno ai muri la devo dare porca puttana merda
1680	1	@Il_Vitruviano @ArtizzuFederico @maitre_a_panZer @giuslit sia culona sia vodka intimoriti lancian segnali distensivi x far desister dai colpi che ormai percepiscono imminenti.. ma colpi son pianificati strategicamente.. quindi al max ci saranno variazioni
752	1	@carla_milf Io prima ti bacio e Lecco tutta fino a farti bagnare poi te lo metto in bocca e te la scopo forte poi ti sputo sul culo e te lo faccio rosso rosso poi te lo metto nella fica dopo che te la scopo per bene sborro dentro hummmm
919	1	@MatteoFriendzy @LeonardoCaciopp @umanesimo @OttobreInfo @Partisangirl È un bel puttanone dai
2118	0	SONO UN PUTTANONE DA SBARCO PER QUESTO ALBUM
3913	0	SE TI DICO CHE NON SO CHE DIRTI NON È UN CAZZO VERO NON PUOI DIRMI VABBÈ VABBÈ UN CAZZO OKAY DEVI STARE QUI A PARLARNE E A CHIARIRE PORCA PUTTANA MA QUANTO SARAI COGLIONE DA UNO A DIECI
2649	0	Ragazzi non cambierò marca di assorbenti mai più nella vita, ho messo UN (1) assorbente di marca diversa dalla solita e sto subendo le pene dell'inferno da due giorni porca puttana
687	1	@AnnieslutXXX Che bella troia che sei
3583	0	Ora tutti contro Barbara D'Urso, il Grande Fratello Nip, le troione, i bonazzi, Malgioglio, Pomeriggio 5 e Domenica Live quando poi è tutta una rosicata perché loro stanno dentro la Casa a Cinecittà e voi fuori a casa vostra in via delle Marmotte Baffute.DAI VIA VIA VIA!!#GF15
3602	-1	Ma perché cazzo mai con le 2 punte porca puttana troia
1515	-1	CHE PUTTANA CHE SEI https://t.co/NNFsyuYstX
2804	-1	Ma io cos’ho fatto di male per beccarmi tutti i deficienti che si lamentano di 9 acquisti su 10 quando porca puttana ci sono arrivati dei signor giocatori contando la situazione di merda in cui eravamo
3213	-1	@VerdoneFanClub @AsiaArgento Bel film! La migliore interpretazione di Asia Argento.Gli hai dato un bel ruolo
2132	-1	Fatemi vederr giordano porca puttana #uominiedonne
922	-1	@NicolaMorra63 Son contento, ma quando sgomitiamo la banda della culona tedesca che si fotte 300 miliardi di surplus commerciale all'anno???
1183	-1	Ma il puttanone di fianco a Rush?
954	-1	@PaoloFM Ma che culona ha un corpo di una ventenne!!
3976	-1	RAGA PORCA PUTTANA IO MI FACCIO PAURA LO SAPEVO GIÀ SOLO QUESTA INTRO LA AMO NON VEDO L‘ORA DI SENTIRE LA CANZONE CAZZO https://t.co/6j6uAXZWuj
384	-1	@AugustoMinzolin @udogumpel certooooooo !!!!! io ho letto in passato di un criminale mafioso e pedofilo che ha fatto il presidente del consiglio........era talmente bravo e integerrimo che lo amavano persino in Europa e la sua migliore amica era una culon
202	-1	@seredisagio ha fatto una bella figura con la finta ipnosi.....sta culona coatta.....
2180	-1	Una stringa in fuorigioco Porca puttana ?
830	-1	Brutta strega culona, se ti trovo per la strada ti piglio a schiaffoni io...  #chilhavisto
3956	-1	@tcarapezza @DanyKurt1 @gumas75 @AndreZioLi86 @giovannibene @Eros84463894 @frln86 @__mario8__ @berlusconi Sono d'accordo. Infatti è da stamattina che scrivo che mi sono rotto il cazzo. Ormai pare che il campo non esista più porca puttana
3139	-1	Tocca la palla ed è rigore. Il capitano protesta ed è rosso. Ma come cazzo si fa a farla così plateale porca puttana. #RealJuve
1430	-1	@EffeF61 Nel 2011 fu un colpo di stato..il tempo della culona edl mangia baguette sta x finire ..tra poco ridiamo noi
1082	-1	@He_is_strange Le professoresse mi chiamavano “Faccia d’angelo” ora capisco che magari a te si riferivano con “faccia da troia” MA STACCI
2195	-1	schifosi rotti in culo.. mai vista una squadra così culona come il Milan oggi mai
3673	-1	Perché nn mettono un tappo normale nelle bottiglie da the invece di sto coso enorme da pompinara che se non faccio attenzione me sbrodolo. #odio #principessa#thefreddo
94	-1	@idanymeria Ida mi sa che. Jonathan.  E un paraculo. Pericoloso una vipera .  lo sai chi va in finale. Perme.. Va Francesca la tettona Cipriani
1529	-1	Sarebbe troppo poco darti della puttana. Non è niente in confronto a quello che sei: una bugiarda meschina psicopatica manipolatrice.  Ed ora hai tutto quello che una come te si merita: NIENTE!!!
1859	-1	L’abbiamo regalato porca puttana questo non glielo perdono https://t.co/I4FcBsJm96
1741	-1	"@_Francy_Fra_P Porca, troia, puttana per molti anzi per tutti"" però fai la preziosa perchè ne segui pochi. Seguimi pompinara,dai.."""
1367	-1	@zerby_2017 Buongiormo lurida cagna da usare!
1751	-1	@SalGal1899 @VelenoN_ Zitto figlio di troia quella lurida puttanazza bocchinara di tua madre mentre tu scrivi su twitter a quella lurida schifosa ingorda di cazzi stanno spanando il buco del culo
